"collection_date","location","isolation_type","snp_cluster","min_same","min_diff","serotype","serovar_new","country","isolation_source_new","num_close","antigen_formula_new","suscept_sim","mdsA.COMPLETE","mdsB.COMPLETE","sul2.COMPLETE","sul1.COMPLETE","blaTEM.1.COMPLETE","aadA1.COMPLETE","fosA7.COMPLETE","blaCMY.2.COMPLETE","tet..A...COMPLETE","aph..3.....Ib.COMPLETE","aph..6...Id.COMPLETE","tet..B...COMPLETE","tetracycline","streptomycin","sulfisoxazole","ampicillin"
2005,"USA:CA","environmental/other","PDS000032080.19",20,36,"Senftenberg","Other","USA","turkey",0,"Other",0.851528384279476,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:LA","environmental/other","PDS000032080.19",10,0,"Senftenberg","Other","USA","chicken",1,"Other",0.925764192139738,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:MI","environmental/other","PDS000032080.19",5,37,"Senftenberg","Other","USA","pork",1,"Other",0.925764192139738,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:CA","environmental/other","PDS000032525.25",14,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",NA,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
2012,"USA:NY","environmental/other","PDS000026615.19",18,10,"Gaminara","Other","USA","chicken",0,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2012,"USA:NY","environmental/other","PDS000026615.19",18,8,"Gaminara","Other","USA","turkey",0,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2002,"USA:GA","environmental/other","PDS000029747.8",9,19,"Heidelberg","Other","USA","chicken",0,"4:r:1,2",0.822859618425353,"1","1","0","1","0","1","1","0","0","1","1","1","0","0","1","1"
2005,"USA:MN","environmental/other","PDS000029747.8",9,9,"Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0.873785074316246,"1","1","0","1","0","1","1","0","0","1","1","0","1","0","0","1"
2006,"USA:MN","environmental/other","PDS000029747.8",1,5,"Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0.873785074316246,"1","1","0","1","0","1","1","0","0","1","1","0","1","0","0","1"
2006,"USA:GA","environmental/other","PDS000029747.8",2,2,"Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0.800483525745528,"1","1","0","0","0","0","1","0","0","1","1","0","1","0","1","1"
2006,"USA:GA","environmental/other","PDS000029747.8",2,2,"Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0.873785074316246,"1","1","0","1","0","1","1","0","0","1","1","0","1","0","0","1"
2006,"USA:GA","environmental/other","PDS000029747.8",8,8,"I -:r:1,2","Heidelberg","USA","chicken",0,"Other",0.873785074316246,"1","1","0","1","0","1","1","0","0","1","1","0","1","0","0","1"
2013,"USA: MD","environmental/other","PDS000029747.8",17,27,"Heidelberg","Heidelberg","USA","chicken",0,"4:r:1,2",0.704339532665713,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
2006,"USA:TN","environmental/other","PDS000029747.8",2,2,"Heidelberg","Heidelberg","USA","chicken",2,"4:r:1,2",0.873785074316246,"1","1","0","1","0","1","1","0","0","1","1","0","1","0","0","1"
2011,"USA:PA","environmental/other","PDS000029747.8",5,39,"Heidelberg","Other","USA","chicken",1,"4:r:1,2",0.805364818419078,"1","1","0","1","0","1","1","0","0","1","1","0","1","0","0","1"
2016,"USA:PA","environmental/other","PDS000029747.8",6,10,"Heidelberg","Heidelberg","USA","chicken",1,"4:r:1,2",0.462868959965238,"1","1","0","1","0","1","1","1","0","1","1","1","0","0","0","0"
2015,"USA:GA","environmental/other","PDS000029525.24",29,70,"Kentucky","Kentucky","USA","chicken",0,"8:i:z6",0.90015015015015,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2015,"USA:NM","environmental/other","PDS000029525.24",20,49,"Kentucky","Kentucky","USA","chicken",0,"8:i:z6",0.801051051051051,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
2017,"USA:NM","environmental/other","PDS000029525.24",5,30,"Kentucky","Kentucky","USA","chicken",1,"8:i:z6",0.974474474474474,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:LA","environmental/other","PDS000029525.24",4,33,"Kentucky","Kentucky","USA","other/unspecified",1,"8:i:z6",0.974474474474474,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:KS","environmental/other","PDS000029525.24",4,33,"Kentucky","Kentucky","USA","chicken",1,"8:i:z6",0.974474474474474,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:LA","environmental/other","PDS000029525.24",2,35,"Kentucky",NA,"USA","other/unspecified",1,"8:i:z6",0.974474474474474,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2018,"USA:NM","environmental/other","PDS000029525.24",7,36,"I -:-:-","Kentucky","USA","chicken",1,"Other",0.974474474474474,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2018,"USA:NM","environmental/other","PDS000029525.24",5,34,"Kentucky","Kentucky","USA","chicken",1,"8:i:z6",0.974474474474474,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:TX","environmental/other","PDS000029525.24",4,39,"Kentucky","Kentucky","USA","chicken",1,"8:i:z6",0.974474474474474,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:KS","environmental/other","PDS000029525.24",1,40,"Kentucky","Kentucky","USA","chicken",1,"8:i:z6",0.974474474474474,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:TX","environmental/other","PDS000029525.24",7,39,"Kentucky","Infantis","USA","chicken",1,"8:i:z6",0.974474474474474,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:TX","environmental/other","PDS000029525.24",7,40,"Kentucky","Kentucky","USA","chicken",1,"8:i:z6",0.974474474474474,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:NM","environmental/other","PDS000029525.24",13,24,"Kentucky","Kentucky","USA","chicken",0,"8:i:z6",0.974474474474474,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2007,"USA:CA","environmental/other","PDS000004194.60",20,49,"Montevideo","Other","USA","beef",0,"Other",0.851528384279476,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:TX","environmental/other","PDS000004194.60",6,9,"Montevideo","Other","USA","beef",1,"Other",0.925764192139738,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:TX","environmental/other","PDS000004194.60",5,58,"Montevideo","Other","USA","beef",1,"Other",0.925764192139738,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:MO","environmental/other","PDS000030441.28",0,42,"London","Other","USA","pork",1,"Other",0.893634018634019,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2016,"USA:TN","environmental/other","PDS000030441.28",0,42,"London","Other","USA","pork",1,"Other",0.893634018634019,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2016,"USA:NC","environmental/other","PDS000030441.28",3,39,"London","Other","USA","pork",1,"Other",0.893634018634019,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2017,"USA:LA","environmental/other","PDS000030441.28",0,37,"London","Other","USA","turkey",1,"Other",0.86036036036036,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:LA","environmental/other","PDS000030441.28",0,37,"London","Other","USA","turkey",1,"Other",0.66867353435033,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0"
2018,"USA:LA","environmental/other","PDS000030441.28",0,15,"London","Other","USA","turkey",1,"Other",0.721048204599907,"1","1","0","1","0","0","0","0","0","0","0","1","0","1","0","1"
2018,"USA:LA","environmental/other","PDS000030441.28",0,15,"London","Other","USA","turkey",1,"Other",0.893634018634019,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2019,"USA:IA","environmental/other","PDS000030441.28",0,31,"London","Other","USA","turkey",1,"Other",0.893634018634019,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2017,"USA:SC","environmental/other","PDS000030441.28",3,28,"London","Other","USA","turkey",1,"Other",0.755781746963217,"1","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0"
2017,"USA:SC","environmental/other","PDS000030441.28",5,31,"London","Other","USA","turkey",1,"Other",0.762985952524693,"1","1","0","1","0","1","0","0","0","0","0","1","0","0","0","1"
2016,"USA:PA","environmental/other","PDS000005977.48",1,0,"Manhattan","Other","USA","pork",2,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2005,"USA:NM","environmental/other","PDS000004040.36",7,10,"Schwarzengrund","Schwarzengrund","USA","turkey",1,"Other",0.640272263187748,"1","1","0","0","1","0","0","0","0","1","1","1","0","0","0","0"
2012,"USA: CT","environmental/other","PDS000004040.36",4,12,"Schwarzengrund","Schwarzengrund","USA","turkey",1,"Other",0.824012100586122,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
2006,"USA:MN","environmental/other","PDS000004040.36",5,5,"Schwarzengrund","Schwarzengrund","USA","turkey",2,"Other",0.756589147286822,"1","1","0","0","0","0","0","0","0","1","1","1","0","1","1","1"
2012,"USA:NY","environmental/other","PDS000004040.36",4,10,"Schwarzengrund","Schwarzengrund","USA","turkey",1,"Other",0.824012100586122,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
2002,"USA:CT","environmental/other","PDS000029323.9",9,33,"Muenster","Other","USA","pork",0,"Other",0.978448275862069,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1"
2007,"USA:CA","environmental/other","PDS000029323.9",9,38,"Muenster","Other","USA","beef",0,"Other",0.978448275862069,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:CO","environmental/other","PDS000027990.20",4,23,"Berta","Other","USA","chicken",1,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:MO","environmental/other","PDS000027914.47",17,3,"Typhimurium","Typhimurium","USA","chicken",1,"4:i:1,2",NA,"1","1","0","0","0","0","0","1","0","0","0","0","1","1","1","0"
2018,"USA:MO","environmental/other","PDS000032523.41",10,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",NA,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
2014,"USA:MS","environmental/other","PDS000001384.30",5,6,"Adelaide","Other","USA","pork",2,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
2014,"USA","clinical","PDS000002234.38",15,30,"Stanley","Other","USA","stool",0,"Other",NA,"1","1","1","0","1","1","0","0","1","0","0","0","0","1","0","0"
2014,"USA:TN","environmental/other","PDS000006037.32",3,13,"Muenchen","Other","USA","pork",1,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
2016,"USA:GA","environmental/other","PDS000032461.17",1,11,"Uganda","Other","USA","pork",1,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:GA","environmental/other","PDS000032533.30",3,20,"Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2017,"USA:GA","environmental/other","PDS000032533.30",4,22,"Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2014,"USA:MI","environmental/other","PDS000026633.20",8,8,"I 4,[5],12:i:-","Other","USA","pork",0,"Other",0.904106029106029,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2014,"USA:IL","environmental/other","PDS000026633.20",6,6,"I 4,[5],12:i:-","Other","USA","pork",2,"Other",0.904106029106029,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2016,"USA:KY","environmental/other","PDS000026633.20",0,7,"I -:-:-","Other","USA","pork",2,"Other",0.945079695079695,"1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
2016,"USA:KY","environmental/other","PDS000026633.20",0,7,"I 4,[5],12:i:-","Other","USA","pork",2,"Other",0.945079695079695,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2016,"USA:KY","environmental/other","PDS000026633.20",4,11,"I 4,[5],12:i:-","Other","USA","pork",1,"Other",0.945079695079695,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2016,"USA:MN","environmental/other","PDS000026633.20",5,5,"I 4,[5],12:i:-","Other","USA","pork",2,"Other",0.897297297297297,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2002,"USA:TN","environmental/other","PDS000026671.7",0,28,"Bredeney","Other","USA","turkey",1,"Other",0.811049284578696,"1","1","0","0","0","0","0","0","1","1","1","0","0","0","1","1"
2002,"USA:TN","environmental/other","PDS000026671.7",0,28,"Bredeney","Other","USA","turkey",1,"Other",0.811049284578696,"1","1","0","0","0","0","0","0","1","1","1","0","0","0","1","1"
2003,"USA:GA","environmental/other","PDS000026671.7",1,34,"Bredeney","Other","USA","turkey",1,"Other",0.699878619669248,"1","1","0","1","1","1","0","0","0","1","0","0","1","0","1","0"
2003,"USA:GA","environmental/other","PDS000026671.7",1,33,"Bredeney","Other","USA","turkey",1,"Other",0.80894152105518,"1","1","0","1","1","1","0","0","0","1","0","0","1","0","1","0"
2007,"USA:MN","environmental/other","PDS000026671.7",5,34,"Bredeney","Other","USA","turkey",1,"Other",0.814109922484798,"1","1","0","0","1","0","0","0","1","1","1","0","0","0","1","0"
2018,"USA:IA","environmental/other","PDS000026671.7",39,7,"Bredeney","Other","USA","beef",1,"Other",0.647747747747748,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2006,"USA:MN","environmental/other","PDS000032568.30",7,8,"Kentucky","Kentucky","USA","turkey",1,"8:i:z6",0.787375415282392,"1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
2005,"USA:OR","environmental/other","PDS000032568.30",9,15,"Kentucky","Kentucky","USA","turkey",0,"8:i:z6",0.787375415282392,"1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
2009,"USA:CO","environmental/other","PDS000032568.30",8,12,"Kentucky","Kentucky","USA","turkey",0,"8:i:z6",0.749849633741245,"1","1","0","0","1","1","0","0","1","0","0","0","0","1","1","0"
2014,"USA:AR","environmental/other","PDS000032568.30",20,17,"Kentucky","Kentucky","USA","turkey",0,"8:i:z6",0.734858230956289,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
2014,"USA","clinical","PDS000032568.30",22,24,"Kentucky",NA,"USA","stool",0,"8:i:z6",0.785219141323792,"1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
2018,"USA:LA","environmental/other","PDS000032568.30",8,13,"Kentucky","Kentucky","USA","turkey",0,"8:i:z6",0.697230555552194,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
2019,"USA:MD","environmental/other","PDS000032568.30",1,1,"Kentucky","Kentucky","USA","turkey",2,"8:i:z6",0.784487605417838,"1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
2018,"USA:LA","environmental/other","PDS000032568.30",4,5,"Kentucky","Kentucky","USA","turkey",2,"8:i:z6",0.512169604350799,"1","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0"
2005,"USA:MN","environmental/other","PDS000032058.32",0,11,"Senftenberg","Other","USA","turkey",1,"Other",0.860262008733624,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2009,"USA:MN","environmental/other","PDS000032058.32",6,13,"Senftenberg","Other","USA","turkey",1,"Other",0.773056899694454,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
2019,"USA:TN","environmental/other","PDS000032058.32",1,3,"Senftenberg",NA,"USA","turkey",2,"Other",0.857416368333399,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2018,"USA:TX","environmental/other","PDS000032058.32",2,6,"Senftenberg","Other","USA","chicken",2,"Other",0.857416368333399,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:NC","environmental/other","PDS000032530.31",9,20,"Kentucky","Kentucky","USA","chicken",0,"8:i:z6",0.972972972972973,"1","1","0","0","0","0","0","0","0","1","1","0","1","0","1","1"
2019,"USA:MD","environmental/other","PDS000032530.31",3,16,"Kentucky","Kentucky","USA","chicken",1,"8:i:z6",0.972972972972973,"1","1","0","0","0","0","0","0","0","1","1","0","1","0","1","1"
2019,"USA:NY","environmental/other","PDS000032530.31",3,9,"Kentucky","Kentucky","USA","chicken",1,"8:i:z6",0.954954954954955,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:NY","environmental/other","PDS000032530.31",0,6,"Kentucky","Kentucky","USA","chicken",2,"8:i:z6",0.972972972972973,"1","1","0","0","0","0","0","0","0","1","1","0","1","0","1","1"
2019,"USA:NY","environmental/other","PDS000032530.31",0,6,"Kentucky","Kentucky","USA","chicken",2,"8:i:z6",0.972972972972973,"1","1","0","0","0","0","0","0","0","1","1","0","1","0","1","1"
2019,"USA:NY","environmental/other","PDS000032530.31",4,10,"Kentucky","Kentucky","USA","chicken",1,"8:i:z6",0.972972972972973,"1","1","0","0","0","0","0","0","0","1","1","0","1","0","1","1"
2019,"USA:NY","environmental/other","PDS000032530.31",2,6,"Kentucky","Kentucky","USA","chicken",2,"8:i:z6",0.954954954954955,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:PA","environmental/other","PDS000032530.31",5,1,"Kentucky","Kentucky","USA","chicken",2,"8:i:z6",0.954954954954955,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2009,"USA:NM","environmental/other","PDS000029537.7",1,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",0.660009763458039,"1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
2014,"USA:TX","environmental/other","PDS000029537.7",26,NA,"Kentucky","Kentucky","USA","chicken",NA,"8:i:z6",0.637487240935517,"1","1","1","0","0","0","0","0","0","0","1","0","1","1","0","1"
2017,"USA:TX","environmental/other","PDS000029537.7",3,NA,"Kentucky","Kentucky","USA","other/unspecified",NA,"8:i:z6",0.716216216216216,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2009,"USA:NM","environmental/other","PDS000032532.27",0,37,"Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2010,"USA:NM","environmental/other","PDS000032532.27",0,33,"Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2010,"USA:NM","environmental/other","PDS000032532.27",1,37,"Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
NA,"USA","clinical","PDS000026654.27",7,7,"Typhimurium",NA,"USA",NA,2,"4:i:1,2",0.564766839378238,"1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
2018,"USA:PA","environmental/other","PDS000026654.27",6,3,"Typhimurium","Typhimurium","USA","pork",2,"4:i:1,2",0.564766839378238,"1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1"
2013,"USA: CO","environmental/other","PDS000026737.23",15,15,"Muenster","Other","USA","beef",0,"Other",0.892703862660944,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2014,"USA:WA","environmental/other","PDS000026737.23",3,7,"Muenster","Other","USA","beef",2,"Other",0.892703862660944,"1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
2014,"USA:TX","environmental/other","PDS000013885.40",15,15,"Typhimurium","Typhimurium","USA","beef",0,"4:i:1,2",0.904059777831056,"1","1","1","1","0","0","0","1","1","1","1","0","0","0","0","0"
2014,"USA:TX","environmental/other","PDS000013885.40",14,6,"Typhimurium","Typhimurium","USA","beef",1,"4:i:1,2",0.794373851194757,"1","1","1","1","0","0","0","1","1","1","1","0","0","0","0","0"
NA,"USA","clinical","PDS000013885.40",4,15,"Typhimurium",NA,"USA",NA,1,"4:i:1,2",0.904059777831056,"1","1","1","1","0","0","0","1","1","1","1","0","0","0","0","0"
2019,"USA:SD","environmental/other","PDS000013885.40",14,9,"Typhimurium","Kentucky","USA","turkey",0,"4:i:1,2",0.835051546391753,"1","1","1","1","0","0","0","1","1","1","1","0","0","0","0","0"
2016,"USA:VA","environmental/other","PDS000029675.35",6,5,"Ohio","Other","USA","pork",2,"Other",0.864864864864865,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:GA","environmental/other","PDS000029675.35",5,4,"Ohio","Other","USA","pork",2,"Other",0.864864864864865,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:CO","environmental/other","PDS000029675.35",14,44,"Ohio",NA,"USA","pork",0,"Other",0.72972972972973,"1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","1"
2014,"USA:MD","environmental/other","PDS000026720.34",15,12,"Typhimurium","Typhimurium var. 5-","USA","chicken",0,"4:i:1,2",0.9140625,"1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0"
2016,"USA:DE","environmental/other","PDS000026720.34",9,10,"Typhimurium","Typhimurium","USA","chicken",0,"4:i:1,2",0.9828125,"1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0"
2016,"USA:NY","environmental/other","PDS000026720.34",18,17,"Typhimurium","Typhimurium var. 5-","USA","chicken",0,"4:i:1,2",0.9828125,"1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0"
2016,"USA:PA","environmental/other","PDS000026720.34",18,17,"Typhimurium","Typhimurium var. 5-","USA","chicken",0,"4:i:1,2",0.9828125,"1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0"
2017,"USA:GA","environmental/other","PDS000026720.34",14,31,"Typhimurium","Typhimurium var. 5-","USA","chicken",0,"4:i:1,2",0.9828125,"1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0"
2018,"USA:PA","environmental/other","PDS000026720.34",5,21,"Typhimurium","Typhimurium","USA","chicken",1,"4:i:1,2",0.9828125,"1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0"
2019,"USA:NY","environmental/other","PDS000029266.14",1,NA,"Senftenberg","Other","USA","turkey",NA,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2014,"USA","clinical","PDS000117303.1",4,NA,"Hadar","Hadar","USA","stool",NA,"8:z10:e,n,x",NA,"1","1","0","0","0","0","0","0","1","1","1","0","0","0","1","1"
2016,"USA:OR","environmental/other","PDS000028360.28",3,1,"Dublin","Other","USA","beef",2,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2014,"USA:TX","environmental/other","PDS000028126.21",30,NA,"Montevideo","Other","USA","beef",NA,"Other",NA,"1","1","0","0","0","0","0","0","1","0","0","0","0","1","1","1"
2019,"USA:MN","environmental/other","PDS000006743.38",7,15,"Heidelberg",NA,"USA","pork",1,"4:r:1,2",0.932692307692308,"1","1","0","0","0","0","1","0","0","1","1","1","0","1","1","1"
2019,"USA:OR","environmental/other","PDS000006743.38",15,17,"Heidelberg","Heidelberg","USA","pork",0,"4:r:1,2",0.932692307692308,"1","1","0","0","0","0","1","0","0","1","1","1","0","0","1","1"
2014,"USA:WA","environmental/other","PDS000011941.28",12,25,"Brandenburg","Other","USA","pork",0,"Other",0.878238341968912,"1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","1"
2014,"USA:UT","environmental/other","PDS000011941.28",19,32,"Brandenburg","Other","USA","pork",0,"Other",0.846412134193997,"1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
2014,"USA:IA","environmental/other","PDS000011941.28",10,21,"Brandenburg","Other","USA","pork",0,"Other",0.878238341968912,"1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","1"
2016,"USA:CA","environmental/other","PDS000011941.28",2,5,"Brandenburg","Other","USA","pork",2,"Other",0.837713839117724,"1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","1"
2016,"USA:CA","environmental/other","PDS000011941.28",7,10,"Brandenburg","Other","USA","pork",1,"Other",0.837713839117724,"1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","1"
2002,"USA:GA","environmental/other","PDS000002493.22",8,11,"Newport","Other","USA","beef",0,"Other",0.853448275862069,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1"
2003,"USA:CA","environmental/other","PDS000002493.22",8,13,"Newport","Other","USA","turkey",0,"Other",0.783565602491023,"1","1","0","1","0","1","0","0","0","0","0","0","1","0","1","1"
2008,"USA:NM","environmental/other","PDS000002493.22",2,13,"Newport","Other","USA","turkey",1,"Other",0.85101667425244,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
2017,"USA:NM","environmental/other","PDS000002493.22",11,3,"Newport","Other","USA","turkey",1,"Other",0.768289841565704,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2011,"USA: NM","environmental/other","PDS000031081.32",1,16,"Worthington","Other","USA","pork",1,"Other",0.914163090128755,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:TN","environmental/other","PDS000031081.32",8,10,"Worthington","Other","USA","pork",0,"Other",0.971387696709585,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:NC","environmental/other","PDS000031081.32",33,38,"Worthington","Other","USA","pork",0,"Other",0.971387696709585,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2019,"USA:MD","environmental/other","PDS000031081.32",5,12,"Worthington","Other","USA","pork",1,"Other",0.971387696709585,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:WI","environmental/other","PDS000029526.40",NA,9,"I 4,[5],12:i:-","Other","USA","beef",NA,"Other",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
NA,"USA","clinical","PDS000026849.30",21,46,"Typhimurium",NA,"USA",NA,0,"4:i:1,2",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2016,"USA:TN","environmental/other","PDS000004162.41",1,5,"Reading","Reading","USA","pork",2,"4:e,h:1,5",1,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
2016,"USA:TN","environmental/other","PDS000004162.41",3,7,"Reading","Reading","USA","pork",2,"4:e,h:1,5",1,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
2016,"USA:CA","environmental/other","PDS000004162.41",6,10,"Reading","Reading","USA","pork",1,"4:e,h:1,5",1,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
2016,"USA:CA","environmental/other","PDS000004162.41",2,4,"Reading","Reading","USA","pork",2,"4:e,h:1,5",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2004,"USA:GA","environmental/other","PDS000027859.10",2,32,"Montevideo","Other","USA","turkey",1,"Other",0.845962377211287,"1","1","0","0","0","1","0","0","0","0","0","0","1","0","1","1"
2005,"USA:NM","environmental/other","PDS000027859.10",14,22,"Montevideo","Other","USA","turkey",0,"Other",0.845452819441808,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
2003,"USA:NY","environmental/other","PDS000027859.10",1,37,"Montevideo","Other","USA","turkey",1,"Other",0.856049019876091,"1","1","0","0","0","1","0","0","0","0","0","0","1","0","1","1"
2003,"USA:NY","environmental/other","PDS000027859.10",1,36,"Montevideo","Other","USA","turkey",1,"Other",0.856049019876091,"1","1","0","0","0","1","0","0","0","0","0","0","1","0","1","1"
